filename,dvar_torah_id,paragraph_id,text,type,parsha,hebrew_title,hebrew_summary,seder
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p4,"ובזה מבואר היטב מה שציוה משרע""ה את המרגלים לראות היש בה עץ אם אין, דלעולם הפירוש כפשוטו שציוה עליהם לחקור ולדרוש אם יש בארץ אילנות שפירותיהם ראויים לאכילה, וכמו שתרגם יונתן האית בה אילנין דמיכל. ונתכוון בזה לצוותם לחקור ולדרוש מה מקור שפעם ויניקתם של האילנות שבארץ ישראל, אם הם יונקים שפעם וחיותם מקדושת השכינה השוכנת בקרב הארץ, או להיפך שממקור הטומאה הם נשפעים, והס""מ אז יושב בארץ. ובמה יוודע להם איפה אמיתות הדבר, מהיכן אילנות א""י יונקים ומקבלים השפעתם, לזאת אמר להם כי הדבר תלוי אם יש בה אדם כשר שיגין עליהם בזכותו, שעל ידו השכינה שורה בארץ, והפירות יונקים מקדושתה. והשתא הפשט והדרש מקושרים זה לזה והאחד משלים לחבירו, דהא בהא תליין שאם יש בארץ אדם כשר המגין עליהם בזכותו הגדולה אזי הנטיעות הגדלים בה הם אילנין דמיכל, שהם ראויים לאכילה, שהרי הם מושפעים מן הקדושה, אבל אם אין בה אדם כשר שיגין עליהם, וכבר נסתלקה הקדושה מן הארץ, אזי אף אם נמצאים בה אילנות הטעונים פירות נחמדים למראה, אין הם טובים למאכל מאחר שמקור השפעתם מכוחות הטומאה.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p5,"ובדרך זו יתבארו הכתובים בפרשתא דערלה, שפתח הכתוב לומר וכי תבואו אל הארץ ונטעתם כל עץ מאכל, ודבר גדול השמיענו בכך, כי אף אם יטע אילנות אשר בהם צומחים כל מיני מגדים, מ""מ תנאי הם הדברים דדוקא שתהיה תחילת נטיעתו ככל אשר ציוותה תורה, בקיום מצוות התלויות בארץ, אז יהיה עץ ""מאכל"", כלומר שפירותיו טובים וראויים לאכילה, כי אז יונקים הפירות השפעתם מזיו קדושת השכינה, והאוכל מהם קולע אל תוכו קדושה עליונה, ובלאו הכי אין הפירות ראויים לאכילה, כי יניקתם ממקור הטומאה מהשפעת הס""מ השוכן בארץ.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p6,"וזה שיעור הכתוב וכי תבואו אל הארץ ונטעתם כל עץ מאכל, כלומר שהכתוב מזהירן שיהיו נוטעין אילנות אשר פירותיהם יהיו טובים למאכל, שיהיו משפיעים קדושה בנפש אוכלם, ומפרש והולך כי התנאים הנצרכים לכך הם שלש שנים יהיה לכם ערלים וגו',  שתקיימו מצוות התלויות בארץ כהלכתן, ואם כה תעשו אזי ובשנה החמישית תאכלו את פריו, כלומר שיהיו הפירות ראויים למאכל, משום שקיבלו השפעתם ממקור הקדושה מקדושת השכינה אשר בקרב הארץ. ומכיון ושתהיה השפעת הברכה בארץ ישראל נמשכת ממקור הקדושה מאת הקב""ה בעצמו, שלא באמצעות שליח, יהיה השפע מתרבה והולך ללא גבול ומדה, להוריק לישראל ברכות עד בלי די (וכמ""ש ק""ז זלה""ה בישמח משה פ' תולדות עה""פ ויזרע יצחק וגו' יעיי""ש).",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p7,"ומובן היטב מה שסיים הכתוב ובשנה החמישית תאכלו את פריו וגו', שיהיו פירות השנה החמישית עובים לאכילה, משום שהם מקבלים השפעתם מאת השכינה הקדושה השורה בקרב הארץ, ובעבור כן להוסיף לכם תבואתו אני ה' שתתברך לכם תבואה שבשדות בשפע ברכה, הגפן תתן פריה ועצי השדה יתנו את תנובתם. ויהיב טעמא באמרו ""אני ה""', כלומר שתהיה הברכה נשפעת מאת שם הוי""ה ב""ה שלא באמצעות שליח, על כן יצו ה' את הברכה להשפיע רב טוב לבית ישראל.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p8,"ובזה מובן גם מה דמייתי המדרש להכא הה""ד עץ חיים היא למחזיקים בה, ומפרש והולך כמה גדולה מעלת מחזיקי התורה, דשפיר שייך ענין זה לפרשת ערלה, דהנה אמרו ז""ל (רות רבתי פ""ה ד') א""ר אבין בא וראה כמה גדול כוחן של צדיקים וכמה גדול כחה של צדקה וכמה גדול כוחן של גומלי חסדים שאין חסין לא בצל שחר ולא בצל כנפי ארץ ולא בצל כנפי שמש ולא בצל כנפי החיות ולא בצל כנפי הכרובים אלא בצל מי שאמר והיה העולם שנאמר (תהלים ל""ו) מה יקר חסדך אלוקים ובני אדם בצל כנפיך יחסיון, ע""כ. מבואר מזה כי בעלי צדקה וגומלי חסדים מקבלים השפעתם מתחת יד הקב""ה לבדו ולא ע""י שליח. וכיון שהשפעתם באה להם מיד הקב""ה אין להם להתיירא מאומה פן יחסר מממונם ומנחלתם יגרע, אם יהיו מפזרין ממונם להחזקת ותמיכת ידי לומדי תורה, כי ברכת ה' היא תעשיר, והיא הברכה הבאה להם מאת הקב""ה בעצמו שהשפעתה מופלגת בברכה מרובה, וכל מה שמחסר מממונו כדי לתמוך ולהחזיק ידי לומדי תורה, ישלם ה' שכרו ויוסיף לו כהנה וכהנה ממעון הברכות.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p9,"והשתא א""ש דשייכא דרשה זו לפרשתא דערלה, שהרי מפרשה זו למדנו שאין לו לאדם להתיירא פן יתמעטו נכסיו מחמת שלא נהנה מפירות שדהו ארבע שנים, דמכיון שהשפעת הברכה באה אליו מאת השי""ת לבדו מובטח הוא שתכנס ברכה מרובה בפירותיו. ומכאן למדנו גם לבעלי צדקה וגומלי חסד החוסים בצל כנפי מי שאמר והיה העולם, שלא יתייראו פן יחסר מממונם מאומה, אדרבה ע""י שיתמכו ויחזיקו את העמלים בתורה יהיו מושפעים מתחת יד הקב""ה לבדו, ויתברכו בברכה מרובה. ובזה עלו כהוגן דברי אאמו""ר זלה""ה הנ""ל, דשפיר שייך ענין החזקת ידי לומדי תורה לפרשתא דערלה, וכמו שכתב הוא ז""ל, דכשם שבזכות מצוות התלויות בארץ באה השפעת הברכה ע""י הקב""ה בעצמו, ומשו""ה מובטחים ישראל שתתברך תבואתם בברכה מרובה, כמו כן מובטחים התומכים והמחזיקים בידי לומדי תורה שלא יגיע אליהם הפסד מחמת שהם מחסרים מממונם להחזקת התורה, שהרי השפעתם באה מאת הקב""ה לבדו שלא באמצעות שליח, ולפיכך יהיו מתברכים בברכה מרובה.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p10,"ולבאר מה שדרש בתנחומא פרשתא דערלה ורבעי על חינוך תינוקות של בית רבן לתלמוד תורה, נקדים לפרש את הדקדוקים הנ""ל בפרשתא דעריות, דהנה פרשה זו היא יסוד ושורש להעמדת דורות כשרים נאמנים בקדושה ובמהרה, אשר יתנהגו בדרכי אבות, ובהמשך שלשלת מסורת האבות הקדושים דור אחרי דור בלי שום שינוי כל שהוא תלוי קיום כל העולם. וכהא דתנינן במסכת גיטין (דף מ""א ע""א) מי שחציו עבד וחציו בן חורין וכו' לישא שפחה א""א שכבר חציו בן חורין בת חורין א""א שכבר חציו עבד יבטל (מפ""ו) והלא לא נברא העולם אלא לפריה ורביה שנאמר (ישעיה מ""ה) לא תוהו בראה לשבת יצרה אלא מפני תיקון העולם כופין את רבו ועושה אותו בן חורין. והקשו התוספות (שם ד""ה לא) מדוע לא נקטה מתני' מקרא הכתוב בתורה פרו ורבו, וניחא ליה טפי למינקט קרא דלא תוהו בראה (שאינו אלא דברי קבלה), ותירצו א""נ היינו טעמא דנקע לא תוהו בראה משום דמיניה מוכח דמצוה רבה היא, וכן בפרק בתרא דמגילה (דף כ""ז ע""א) גרסינן אין מוכרין ס""ת אלא ללמוד תורה או לישא אשה ללמוד תורה דאמר מר גדול הלימוד שמביא לידי מעשה לישא אשה דכתיב לא תוהו בראה לשבת יצרה, הרי דניחא ליה למייתי סייעתא ממקרא זה דייקא, דמיניה מוכח דמצוה רבה היא.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p11,"והנה בדברי התוספות לא נתבאר להדיא כיצד נשמע מקרא דלא תוהו בראה דפ""ו מצוה רבה היא, שבעבורה יהיו כופין את הרב לשחרר עבדו. אכן הטעם מובן מאליו, דכיון דאמר קרא שהקב""ה יצר את עולמו ""לשבת"", א""כ זהו קיום העולם שיהיו ישראל עוסקין בפ""ו, כדי שיתקיים חפץ השי""ת ורצונו בבריאת העולם. דאם ח""ו אין הם עוסקין בפ""ו זהו חורבן העולם, כי אם אין בנים לגדלם לתורה ח""ו תפוג תורה, והכי איתא במד""ר פרשת וישלח אם יבא עשיו וגו' אם יבא רשע זה ויאבד את בני ואת אמם כאחת ספר תורה זה שאתה עתיד ליתן על הר סיני מי יקרא בו.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p12,"ומיניה שמעינן דמקרא זה לא תוהו בראה לשבת יצרה נאמר אך ורק על יהודים שומרי תורה ומצוות, המגדלים בנים כשרים ונאמנים לה' ולתורתו הקדושה, וח""ו להיפוך אם מגדלים בנים לא אמון בם, אשר לא שמרו ברית אלקים ובתורתו מיאנו ללכת, אין בכך משום ישוב העולם, דאלו הכופרים בתה""ק רע להם ורע לעולם בקיומן טוב להם שלא נבראו משנבראו.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p13,"ובדרך זו נבא לביאור אזהרת הפסוק ושמרתם את חקתי ואת משפעי וגו' ולא תקיא אתכם הארץ אשר אני מביא אתכם שמה לשבת בה. דהנה מצינו בכמה מקומות שהקב""ה עושה חסד עם האבות להציל נפשם מני שחת בזכות בניהם, וכהא דאיתא במדרש רבה סוף פרשת בראשית (פכ""ע ה') ונח מצא חן בעיני ה' א""ר סימון וכו' ומנין שהקב""ה עושה חסד עם הראשונים בזכות האחרונים ונח מצא חן באיזו זכות בזכות תולדותיו. ובמד""ר פרשת תולדות (פס""ג ב') איתא ר' שמואל בר יצחק אמר אברהם לא ניצול אלא בזכותו של יעקב וכו', אברהם יצא דינו מלפני נמרוד להשרף, וצפה הקב""ה שיעקב עתיד לעמוד ממנו אמר כדאי הוא אברהם לינצל בזכותו של יעקב, הה""ד (ישעיה כ""ט) לכן כה אמר ה' אל בית יעקב אשר פדה את אברהם, יעקב פדה את אברהם. וביאר היפ""ת דמן הדין שכל מי שימסור עצמו על קידוש ה' אין ראוי שיצילהו ה', כי טוב השלימות הגדול הזה. ולזה אברהם מצד עצמו הדין היה שישרף, כי זהו הטוב והראוי לו, אלא לפי משך הזרע הטהור אשר עדיין לא יצא ממנו ניצול, ולהכי נקע יעקב שהיה שלשלת היחס, שהיתה מעתו שלימה, ע""כ. מכל הלין מבואר כי עיקר הכל הוא להקים דורות קדושים, לגדל בנים הממשיכים בדרכי אבות, שזהו ישוב העולם וקיומו.",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p14,"וזה יהיה ביאור הכתוב ושמרתם וגו' ולא תקיא אתכם הארץ אשר אני מביא אתכם שמה לשבת בה, דבא הכתוב להזהיר את ישראל על שמירת התורה והמצוות, ועל גידול וחינוך הבנים בדרכי התורה והקדושה, ולכוונה זו אמר אשר אני מביא אתכם שמה לשבת בה. כי כל מה שהביא הקב""ה את בני ישראל לארץ ישראל היה בעבור תכלית אחת, שיתפרסם ויתגלה כבוד מלכותו ואלקותו יתברך בעולם כולו, ע""י עם סגולתו המקדשים שמו בעולם, בקבלת עול מלכותו עליהם, ובשמירת תורתו ומצוותיו, שע""י כן שמו יתברך נקרא עלינו. ובעבור כן חייבים ישראל לגדל דורות נאמנים לתורת ה', אשר על ידיהם יתקדש שם שמים בעולם. אבל ח""ו אם אין ישראל ממלאים תפקידם, לגדל דורות ישרים נאמנים לתורת ה', אין בכך משום ישוב הארץ כמו שנתבאר. וראיה נמי מדתנן במס' קידושין (דף מ' ע""ב) כל מי שאינו לא במקרא ולא במשנה ולא בדרך ארץ אינו מן הישוב. הרי שזהו חורבן העולם, שיהיו מתגדלים בארץ ישראל בנים הכופרים בתורה המחללים שם שמים. וזהו שמזהיר הכתוב ושמרתם את חקתי וגו' ולא תקיא אתכם הארץ אשר אני מביא אתכם שמה ""לשבת בה"", פירוש שכל תכלית הביאה לארץ ישראל היא לגדל בה דורות כשרים, אשר ע""י תמשך שלשלת מסורת האבות הקדושים, שבזה יהיה שמו הגדול מתגדל ומתקדש בעולם. והיינו דמסיים ""לשבת בה"" בכאן גילה שעיקר הכל הוא לשבת, וכמו שנתבאר דהיינו גידול וחינוך דורות ישרים מבורכים ההולכים בתורת ה', שיש בהם משום ישוב העולם, ובזה מקיימים לשבת בה, היא מצות ישוב ארץ ישראל והמחזיקים בחינוך הטהור בא""י מקיימים בזה מצות ישוב א""י (כאשר כתבנו בארוכה בס' ויואל משה).",torah,אמור,,,ויקרא
vayikru2.json,vayikru2_5f2ed95c,vayikru2_5f2ed95c_p15,"ודבר פלא כתב רש""י ז""ל בפירושו לישעיה, עה""פ (פ""ד) ביום ההוא יהיה צמח ה' לצבי ולכבוד ופרי הארץ לגאון ולתפארת לפליטת ישראל. ופירש""י ז""ל ופרי הארץ, הם בני הצדיקים פרי עץ חיים הם יהיו לגאון ולתפארת אשר בהם יתפארו ויתפללו פליעת ישראל, עכ""ל רש""י ז""ל. ולכאורה תימה הוא שהרי נבואה זו אמורה על העת שאחרי ביאת הגואל, ככתוב להלן בקרא והיה הנשאר בציון והנותר בירושלם קדוש יאמר לו, ופירש""י ז""ל כולם יהיו צדיקים. וא""כ כיון שיהיו כל ישראל צדיקים מדוע תהיה פליטת ישראל מתפארת ומתהללת בפרי הארץ, המה בני הצדיקים צעירי הצאן בלבד, הלא גם באבותיהם ראוי להשתבח ולהתפאר, מאחר שעמך יהיו כולם צדיקים, כל הכתוב לחיים בירושלים.",torah,אמור,,,ויקרא
